5.208,182.58,82.412,0
6.3864,166.23,81.683,1
5.212,151.98,94.631,0
5.459,155.92,91.645,0
6.1637,143.33,83.127,1
5.5376,189.85,62.419,1
5.9086,195.78,60.737,1
5.9887,154.5,81.785,0
6.4153,171.52,72.749,0
4.7448,166.18,93.75,0
5.1338,169.71,83.427,0
5.8204,155.82,76.475,0
5.8848,137.25,83.036,0
6.1628,153.16,83.126,0
5.4001,178.63,79.35,1
4.5283,164.81,96.846,0
6.9685,159.47,62.867,0
5.3416,163.56,93.051,1
5.0206,171.14,82.776,1
6.1144,187.39,58.271,0
6.2187,115.08,76.325,0
7.2562,132.61,72.517,0
5.3603,177.54,81.642,0
4.8747,151.19,103.98,0
5.5036,186.86,68.093,0
5.3422,165.41,85.09,1
4.8046,205.27,58.571,1
6.5625,148.28,82.182,0
6.5145,128.4,85.82,1
5.4573,200.06,55.48,0
5.6073,184.6,68.151,0
5.4986,173.13,92.075,0
7.7023,138.57,60.718,0
5.0557,205.07,53.404,1
6.0674,138.02,86.187,1
5.235,164.15,86.26,0
5.5527,142.44,101.47,0
5.5162,137.67,92.588,1
5.8915,178.79,61.628,1
5.4007,137.46,93.549,1
5.9658,194.67,53.306,1
5.7878,214.38,48.114,0
5.8105,164.84,87.971,1
6.0581,148.68,86.846,0
5.6933,118.63,87.638,0
5.8325,160.83,85.327,0
6.4382,170.71,79.528,0
5.745,189.91,70.158,0
6.4196,132.32,68.051,0
6.6477,157.03,66.791,1
6.9212,149.01,65.863,1
5.4024,131.25,93.183,1
5.2169,181.09,81.888,0
5.1613,159.71,83.449,0
5.9555,196.04,62.262,0
6.0739,118.48,87.134,1
7.1456,139.34,68.156,0
5.8394,161.7,86.336,0
5.7954,145.37,90.479,1
5.3996,181.48,81.767,1
4.9571,187.34,72.466,1
5.7838,169.59,85.846,1
6.6778,108.87,56.44,1
6.3952,113.17,95.315,0
5.1554,145.08,98.658,1
5.7198,181.02,80.959,0
6.4961,111.65,79.616,0
5.3377,209.48,53.659,1
4.7378,191.46,83.468,1
6.9447,174.95,62.636,0
6.0997,161.35,78.59,0
6.3788,161.53,84.999,1
5.2827,132.68,95.219,0
5.2487,157.8,74.944,0
5.9683,192.56,62.775,0
6.3515,126.4,86.516,0
4.86,131.94,99.509,1
5.9658,194.67,53.306,1
5.5181,185.15,78.917,1
6.9475,165.8,68.954,0
6.8119,142.15,81.832,1
6.1305,187.07,70.497,0
6.5183,192.46,34.431,1
5.8526,197.35,51.736,1
6.5878,182.14,61.132,0
5.5279,141.91,86.603,0
4.7645,178.51,84.978,0
5.8608,133.77,83.437,0
6.6771,123.1,78.151,0
6.3459,149.86,91.654,1
6.2659,145.92,82.096,1
6.5253,149.51,76.586,0
5.4854,165.97,88.087,0
6.4258,124.64,80.122,1
6.033,156.31,71.906,0
4.8861,214.63,51.374,0
5.5162,183.36,83.558,0
6.0143,140.76,88.256,1
5.61,126.06,86.626,1
5.2959,127.78,91.675,0
5.9302,143.23,88.331,0
3.847,191.62,78.652,0
6.297,194.54,59.995,1
6.0094,199.14,48.999,1
6.035,153.44,83.706,1
5.7244,182.56,82.113,0
5.3441,193.2,64.808,0
6.0154,188.55,70.487,1
4.7445,157.81,95.24,0
6.2071,160.9,72.684,0
5.0748,173.09,82.001,1
6.4518,155,85.386,1
5.1734,195.76,57.111,0
5.4252,224.1,32.451,1
6.561,166.93,69.432,0
6.1652,128.55,89.71,0
6.579,151,81.775,0
5.4573,200.06,55.48,0
6.1663,141.42,87.948,0
5.3136,170.68,87.091,0
5.4095,178.11,87.311,0
4.8906,216.66,41.329,1
5.4734,149.1,83.239,1
6.4022,146.49,84.123,0
7.3469,159.78,51.683,0
6.4363,153.68,86.804,0
6.6382,142.78,86.457,1
5.0965,178.65,91.543,0
5.5642,145.36,100.99,0
5.9695,156.99,82.261,1
6.9135,115,88.367,1
6.8571,152.67,67.524,0
5.5716,162.03,84.699,0
5.8524,219.27,27.996,0
4.902,196.6,69.002,0
4.5262,199.72,64.351,0
6.5392,131.83,77.526,0
5.705,138.46,99.306,0
5.5419,130.31,85.283,1
6.6211,149.56,84.718,0
5.8129,157.91,87.947,0
5.7214,189.52,61.106,1
6.0879,140.82,87.931,1
5.4868,144.81,84.237,1
6.7718,163.56,74.421,1
7.0221,173.48,56.719,1
5.1855,182.82,76.322,0
5.2603,167.35,83.554,0
5.0944,172.42,82.449,1
6.805,145.62,80.403,1
5.523,182.25,74.417,1
6.2029,198.35,55.748,1
5.6306,156.76,88.302,1
6.012,132.13,84.001,1
6.4584,165.85,78.237,0
6.7197,192.98,58.473,1
5.6623,180.3,74.935,1
6.5923,144.95,73.468,0
5.8007,187.01,81.228,0
5.3475,163.53,87.266,1
5.5763,142.94,88.701,0
6.1188,175.91,67.091,1
5.6012,173.11,82.862,0
5.2253,186.12,68.352,0
5.1716,198.9,58.462,0
6.6906,98.512,86.191,1
5.4184,157.02,91.38,0
5.6216,189.49,66.063,0
5.5276,196.48,63.057,1
5.8159,148.33,85.02,0
6.0637,136.63,88.294,0
5.5829,119.59,94.666,1
5.9424,150.94,86.034,0
4.8179,189.21,78.652,0
5.5895,169.65,91.737,1
6.3612,142.57,82.188,0
5.6295,186.23,65.269,0
6.4045,109.05,77.377,1
6.9774,83.386,46.715,0
6.1365,207.27,57.946,0
5.6708,152.5,83.983,0
4.8879,197.7,58.503,0
6.3066,157.26,85.912,0
6.3072,143.26,86.43,1
5.3927,198.97,55.808,0
5.5546,181.31,69.001,0
5.9793,135.6,89.286,0
5.949,170.65,82.82,1
6.6118,138.7,81.513,0
6.7093,137.56,74.751,0
7.0477,173.09,72.574,0
5.7586,166.5,80.487,1
5.9959,152.74,84.291,0
5.0856,178.15,91.074,0
5.2361,184.36,88.592,1
5.8893,148.4,80.908,0
